Project #,Request Status,Queue Date,Withdrawn Date,Done Date,Appl In Service Date,Transmission Owner,County,State,County FIPS Code,Study Cycle,Study Group,Study Phase,Service Type,POI Name,Summer MW,Winter MW,Fuel,Generating Facility,Post GIA Status,Negotiated In Service Date,Decision Point 1 ERIS MW,Decision Point 1 NRIS MW,Decision Point 2 ERIS MW,Decision Point 2 NRIS MW
G141,Done,10/16/01,,2/20/04,,Northern States Power (Xcel Energy),Le Sueur County,MN,27079,,,SPA - SIS,ERIS,Loon Lake - Loon Tap 115kV,46,46,Gas,CT Combustion Turbine (Simple Cycle),Withdrawn,1/1/07,0,0,0,0
G142,Done,10/19/01,,,,ITC Midwest,Nobles County,MN,27105,,,,ERIS,Unknown,2,2,,,In Service,12/20/01,0,0,0,0
G143,Withdrawn,10/23/01,,,,ITC Midwest,Monroe County,IA,19135,,,,ERIS,Unknown,250,250,,,Not Started,,0,0,0,0
G144,Done,10/23/01,,1/8/04,,Wisconsin Public Service Corporation,Marathon County,WI,55073,,,SPA - SIS,ERIS,WPS Weston 345 kV Substation,550,550,Coal,"ST Steam Turbine (including nuclear, geothermal and solar steam, excluding combined-cycle)",In Service,3/1/04,0,0,0,0
G145,Withdrawn,10/24/01,,,,American Transmission Co. LLC,Wood County,WI,55141,,,,ERIS,Unknown,85,85,,,Not Started,5/1/02,0,0,0,0
G146,Done,10/30/01,,,,Otter Tail Power Company,Otter Tail County,MN,27111,,,,ERIS,PRRF Substation,4,4,Biomass,OT Other,In Service,6/1/06,0,0,0,0
G147,Withdrawn,11/2/01,,,,American Transmission Co. LLC,Iowa County,WI,55049,,,,ERIS,Unknown,100,100,,,Not Started,6/1/03,0,0,0,0
G216 CONS 110,Withdrawn,11/6/01,,,,"Michigan Electric Transmission Company, LLC",Livingston County,MI,26093,,,,ERIS,Unknown,280,280,,,Not Started,5/1/04,0,0,0,0
G148,Done,11/9/01,,12/11/02,,American Transmission Co. LLC,Juneau County,WI,55057,,,Network Upgrade,ERIS,Unknown,20,20,Gas,,In Service,6/1/03,0,0,0,0
G150,,11/13/01,,,,Montana-Dakota Utilities Company,McIntosh County,ND,38051,,,,ERIS,Unknown,12,12,,,Not Started,2/1/02,0,0,0,0
G151,Withdrawn,11/14/01,,,,Montana-Dakota Utilities Company,McIntosh County,ND,38051,,,,ERIS,Unknown,12,12,,,Not Started,11/1/02,0,0,0,0
G152,Withdrawn,11/16/01,,,,American Transmission Co. LLC,Calumet County,WI,55015,,,,ERIS,Unknown,530,530,,,Not Started,10/1/03,0,0,0,0
G154,Withdrawn,11/16/01,4/3/03,4/3/03,,Otter Tail Power Company,Deuel County,SD,46039,,,,ERIS,Unknown,150,150,Wind,WT Wind Turbine,Not Started,10/1/03,0,0,0,0
G341,Done,11/19/01,,8/21/03,,ITC Midwest,Cottonwood County,MN,27033,,,,ERIS,Unknown,2,2,Gas,CT Combustion Turbine (Simple Cycle),In Service,12/1/05,0,0,0,0
G156,Withdrawn,11/27/01,,,,ITC Midwest,Cerro Gordo County,IA,19033,,,,ERIS,Unknown,500,500,,,Not Started,6/26/05,0,0,0,0
G157,Withdrawn,11/27/01,,,,ITC Midwest,Linn County,IA,19113,,,,ERIS,Unknown,500,500,,,Not Started,5/1/03,0,0,0,0
G158,Withdrawn,11/27/01,,,,ITC Midwest,Linn County,IA,19113,,,,ERIS,Unknown,500,500,,,Not Started,6/1/03,0,0,0,0
G159,Withdrawn,11/27/01,,,,ITC Midwest,Buchanan County,IA,19019,,,,ERIS,Unknown,500,500,,,Not Started,6/2/03,0,0,0,0
G160,Done,11/30/01,,5/23/03,,Madison Gas and Electric Company,Dane County,WI,55025,,,Network Upgrade,ERIS,Walnut 69 kV substation,45,45,Gas,CT Combustion Turbine (Simple Cycle),In Service,12/1/03,0,0,0,0
G161,Withdrawn,12/1/01,,,,Northern States Power (Xcel Energy),Iron County,WI,55051,,,SPA - SIS,ERIS,Unknown,110,110,,,Not Started,6/3/03,0,0,0,0
IP17,Done,12/2/01,,10/6/04,,Ameren Illinois,Franklin County,IL,17055,,,,NRIS,Unknown,550,550,Coal,,Not Started,6/1/02,0,0,0,0
G162,Done,12/3/01,,5/26/05,5/25/07,Northern States Power (Xcel Energy),Nobles County,MN,27105,G162,G162,Network Upgrade,NRIS,Fenton Substation,200,200,Wind,WT Wind Turbine,In Service,6/4/03,0,0,0,0
G163,Withdrawn,12/3/01,8/21/02,8/21/02,,Northern States Power (Xcel Energy),Murray County,MN,27101,,,,ERIS,Unknown,200,200,Wind,WT Wind Turbine,Not Started,6/1/03,0,0,0,0
G217 CONS 111,Withdrawn,12/4/01,10/15/02,10/15/02,,"Michigan Electric Transmission Company, LLC",Kent County,MI,26081,,,,ERIS,Unknown,630,630,Combined Cycle,,Not Started,5/1/07,0,0,0,0
IP05,Withdrawn,12/12/01,10/21/04,10/21/04,,Ameren Illinois,Randolph County,IL,17157,,,,ERIS,Unknown,1500,1500,,,Not Started,6/1/10,0,0,0,0
G165,Done,12/14/01,,3/19/04,,Wisconsin Public Service Corporation,Kewaunee County,WI,55061,G165,G165,Network Upgrade,ERIS,Kewaunee Substation,38,38,Nuclear,"ST Steam Turbine (including nuclear, geothermal and solar steam, excluding combined-cycle)",In Service,6/1/07,0,0,0,0
G168,Withdrawn,1/14/02,9/17/03,9/17/03,,Northern States Power (Xcel Energy),Dakota County,MN,27037,,,Network Upgrade,ERIS,Unknown,700,700,Combined Cycle,,Not Started,3/7/05,0,0,0,0
G169,Withdrawn,1/15/02,3/25/03,3/25/03,,Northern States Power (Xcel Energy),Sherburne County,MN,27141,,,,ERIS,Unknown,120,120,Coal,,Not Started,,0,0,0,0
G170,Done,1/16/02,,7/20/05,6/1/06,Northern States Power (Xcel Energy),Washington County,MN,27163,G170,G170,Network Upgrade,ERIS,King Substation,20,20,Coal,OT Other,In Service,12/31/06,0,0,0,0
G171,Done,1/16/02,,3/6/03,,Northern States Power (Xcel Energy),Dodge County,MN,27039,,,SPA - SIS,ERIS,Dodge Center Substation,14,14,Wind,WT Wind Turbine,In Service,,0,0,0,0
G235,Withdrawn,1/16/02,,,,Northern States Power (Xcel Energy),Washington County,MN,27163,,,,ERIS,Unknown,79,79,,,Not Started,9/1/03,0,0,0,0
G173,Done,2/18/02,,6/2/04,,Northern States Power (Xcel Energy),Rice County,MN,27131,,,SPA - SIS,ERIS,Lake Marion - West Faribault 115kV,300,300,Gas,CT Combustion Turbine (Simple Cycle),In Service,6/1/07,0,0,0,0
G174,Withdrawn,2/19/02,6/11/02,6/11/02,,ITC Midwest,Cerro Gordo County,IA,19033,,,,ERIS,Unknown,550,550,Combined Cycle,,Not Started,1/1/03,0,0,0,0
G175,Withdrawn,3/1/02,8/21/02,8/21/02,,Northern States Power (Xcel Energy),Ramsey County,MN,27123,,,,ERIS,Unknown,49,49,Gas,,Not Started,6/1/02,0,0,0,0
G176,Done,3/4/02,,2/2/06,10/1/07,Northern States Power (Xcel Energy),Lincoln County,MN,27081,G176,G176,Network Upgrade,NRIS,Yankee Substation,100,100,Wind,WT Wind Turbine,In Service,11/18/05,0,0,0,0
G177,Done,3/4/02,,6/10/02,,Northern States Power (Xcel Energy),Lyon County,MN,27083,,,,ERIS,Unknown,5,5,,,Not Started,6/1/04,0,0,0,0
G178,Withdrawn,3/8/02,5/24/02,5/24/02,,ITC Midwest,Clinton County,IA,19045,,,,ERIS,Unknown,600,600,,,Not Started,5/1/03,0,0,0,0
G179,Withdrawn,3/8/02,5/24/02,5/24/02,,ITC Midwest,Clinton County,IA,19045,,,,ERIS,Unknown,600,600,Combined Cycle,,Not Started,6/1/02,0,0,0,0
G180,Withdrawn,3/8/02,5/24/02,5/24/02,,ITC Midwest,Marshall County,IA,19127,,,,ERIS,Unknown,600,600,Combined Cycle,,Not Started,6/1/04,0,0,0,0
G181,Withdrawn,3/8/02,3/13/03,3/13/03,,ITC Midwest,Buchanan County,IA,19019,,,,ERIS,Unknown,600,600,Gas,,Not Started,6/1/04,0,0,0,0
G182,Withdrawn,3/8/02,5/24/02,5/24/02,,ITC Midwest,Buchanan County,IA,19019,,,,ERIS,Unknown,600,600,Combined Cycle,,Not Started,6/1/04,0,0,0,0
G183,Withdrawn,3/14/02,11/6/02,11/6/02,,ITC Midwest,Murray County,MN,27101,,,,ERIS,Unknown,200,200,Wind,WT Wind Turbine,Not Started,6/1/04,0,0,0,0
G184,Withdrawn,3/16/02,,,,Northern States Power (Xcel Energy),Pipestone County,MN,27117,,,,ERIS,Unknown,14,14,,,Not Started,6/1/04,0,0,0,0
G186,Done,3/16/02,,5/23/03,,ITC Midwest,Cerro Gordo County,IA,19033,,,SPA - SIS,ERIS,Emery Substation,600,600,Combined Cycle,Combined Cycle,In Service,10/1/07,0,0,0,0
G185,Done,3/21/02,,2/7/05,6/30/09,Northern States Power (Xcel Energy),Pipestone County,MN,27117,G185,G185,Network Upgrade,NRIS,Pipestone - Dell Rapids 69 kV,4,4,Wind,WT Wind Turbine,In Service,4/1/04,0,0,0,0
G187,Withdrawn,4/1/02,,,,ITC Midwest,Muscatine County,IA,19139,,,,ERIS,Unknown,600,600,,,Not Started,11/1/03,0,0,0,0
G188,Done,4/3/02,,2/21/03,,ITC Midwest,Henry County,IA,19087,,,SPA - SIS,ERIS,New London Substation,2,2,Diesel,"IC Internal Combustion (diesel, piston) Engine",In Service,3/6/02,0,0,0,0
G218,Done,4/10/02,,4/12/04,1/1/07,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,Trimble County,KY,21223,G218,G218,Network Upgrade,ERIS,Trimble Substation,750,750,Coal,OT Other,In Service,6/30/06,0,0,0,0
G226.1,Withdrawn,4/10/02,4/9/03,4/9/03,,"Michigan Electric Transmission Company, LLC",Ingham County,MI,26065,,,,ERIS,Unknown,60,60,,,Not Started,5/1/04,0,0,0,0
G227,Withdrawn,4/10/02,4/9/03,4/9/03,,"Michigan Electric Transmission Company, LLC",Ingham County,MI,26065,,,,ERIS,Unknown,24,24,,,Not Started,8/1/02,0,0,0,0
G219,Withdrawn,4/15/02,6/23/03,6/23/03,,MidAmerican Energy Company,Johnson County,IA,19103,,,,ERIS,Unknown,650,650,Combined Cycle,,Not Started,7/1/06,0,0,0,0
G220,Withdrawn,4/15/02,8/9/02,8/9/02,,ITC Midwest,Buchanan County,IA,19019,,,,ERIS,Unknown,650,650,,,Not Started,5/1/04,0,0,0,0
G221,Withdrawn,4/16/02,11/13/02,11/13/02,,Montana-Dakota Utilities Company,Dickey County,ND,38021,,,,ERIS,Unknown,180,180,Wind,WT Wind Turbine,Not Started,6/1/05,0,0,0,0
G228,Withdrawn,4/24/02,7/5/02,7/5/02,,"Michigan Electric Transmission Company, LLC",Oceana County,MI,26127,,,,ERIS,Unknown,30,30,Wind,WT Wind Turbine,Not Started,9/1/04,0,0,0,0
G229,Withdrawn,4/24/02,11/13/02,11/13/02,,"Michigan Electric Transmission Company, LLC",Oceana County,MI,26127,,,,ERIS,Unknown,30,30,Wind,WT Wind Turbine,Not Started,6/1/05,0,0,0,0
G222,Withdrawn,4/26/02,8/8/02,8/8/02,,NWEC,Burnett County,WI,55013,,,,ERIS,Unknown,100,100,Gas,,Not Started,6/1/05,0,0,0,0
G223,Withdrawn,4/29/02,10/28/02,10/28/02,,Northern States Power (Xcel Energy),Dakota County,MN,27037,,,,ERIS,Unknown,750,750,Combined Cycle,,Not Started,12/1/06,0,0,0,0
G224,Withdrawn,5/6/02,3/15/03,3/15/03,,American Transmission Co. LLC,Outagamie County,WI,55087,,,SPA - SIS,ERIS,Unknown,60,60,Gas,,Not Started,12/31/02,0,0,0,0
G225,Done,5/6/02,,12/23/03,,Wisconsin Electric Power Company,Outagamie County,WI,55087,G225,G225,Network Upgrade,ERIS,Kaukauna Central Substation,60,60,Gas,,In Service,6/1/04,0,0,0,0
G252,Done,5/14/02,,11/10/05,11/30/10,Great River Energy,Murray County,MN,27101,G252,G252,Network Upgrade,NRIS,GRE Rock River - Chandler Tap 69 kV,10,10,Wind,WT Wind Turbine,In Service,9/1/05,0,0,0,0
G230,Done,5/20/02,,9/10/03,,ITC Midwest,Linn County,IA,19113,,,SPA - SIS,ERIS,Coggon Municipal Substations,2,2,Diesel,"IC Internal Combustion (diesel, piston) Engine",In Service,9/1/02,0,0,0,0
G231,Withdrawn,5/20/02,7/2/02,7/2/02,,American Transmission Co. LLC,Outagamie County,WI,55087,,,,ERIS,Unknown,60,60,Gas,,Not Started,9/1/03,0,0,0,0
G232,Done,5/29/02,,3/31/03,,ITC Midwest,Dickinson County,IA,19059,,,SPA - SIS,ERIS,Unknown,44,44,Wind,WT Wind Turbine,In Service,1/1/07,0,0,0,0
G233,Withdrawn,6/3/02,7/7/03,7/7/03,,Northern States Power (Xcel Energy),Murray County,MN,27101,,,,ERIS,Unknown,10,10,Wind,WT Wind Turbine,Not Started,1/1/03,0,0,0,0
G234,Done,6/3/02,,10/8/02,,"Michigan Electric Transmission Company, LLC",Jackson County,MI,26075,,,SPA - SIS,ERIS,Unknown,22,22,Combined Cycle,Combined Cycle,In Service,5/1/05,0,0,0,0
G236,Withdrawn,6/24/02,8/12/02,8/12/02,,Northern States Power (Xcel Energy),Chisago County,MN,27025,,,,ERIS,Unknown,650,650,,,Not Started,6/3/02,0,0,0,0
G239,Done,6/25/02,,11/10/04,,Northern States Power (Xcel Energy),Dodge County,MN,27039,G239,G239,Network Upgrade,ERIS,Kasson - Dodge Center 69 kV,63,63,Wind,WT Wind Turbine,Withdrawn,5/1/08,0,0,0,0
G361,Done,7/10/02,,1/11/06,,Great River Energy,Isanti County,MN,27059,G361,G361,Network Upgrade,ERIS,Cambridge 69kV,210,210,Gas,CT Combustion Turbine (Simple Cycle),In Service,5/1/06,0,0,0,0
G251,Done,7/25/02,,3/14/05,,Great River Energy,Jackson County,MN,27063,,,SPA - SIS,ERIS,Heron Lake - Fox Lake 69kV,6,6,Wind,WT Wind Turbine,In Service,6/1/03,0,0,0,0
G240,Done,7/29/02,,12/23/03,,Wisconsin Public Service Corporation,Manitowoc County,WI,55071,G240,G240,Network Upgrade,ERIS,Lakefront Substation,55,55,Gas,CT Combustion Turbine (Simple Cycle),In Service,5/1/09,0,0,0,0
G241,Done,7/30/02,,11/10/04,,Northern States Power (Xcel Energy),Lincoln County,MN,27081,G241,G241,Network Upgrade,NRIS,Buffalo Ridge - Bravo 34.5kV,2,2,Wind,WT Wind Turbine,In Service,9/1/02,0,0,0,0
G244,Withdrawn,8/2/02,7/10/03,7/10/03,,Great River Energy,Mower County,MN,27099,,,,ERIS,Unknown,100,100,,,Not Started,6/1/05,0,0,0,0
G245,Withdrawn,8/2/02,7/10/03,7/10/03,,Great River Energy,Mower County,MN,27099,,,,ERIS,Unknown,100,100,,,Not Started,10/1/02,0,0,0,0
G242,Done,8/3/02,,3/6/03,,Northern States Power (Xcel Energy),Dodge County,MN,27039,,,SPA - SIS,ERIS,Dodge Center Substation,19,19,Wind,WT Wind Turbine,In Service,1/1/08,0,0,0,0
G246,Withdrawn,8/19/02,9/5/02,9/5/02,,Northern States Power (Xcel Energy),Mower County,MN,27099,,,,ERIS,Unknown,100,100,,,Not Started,10/1/03,0,0,0,0
G247,Withdrawn,8/19/02,,,,Northern States Power (Xcel Energy),Mower County,MN,27099,,,,ERIS,Unknown,100,100,,,Not Started,10/1/03,0,0,0,0
G248,Done,8/20/02,,5/23/03,,Montana-Dakota Utilities Company,Dickey County,ND,38021,,,SPA - SIS,ERIS,Wishek - Ashley - Ellendale 41.6 kV,19,19,Wind,WT Wind Turbine,Withdrawn,11/1/03,0,0,0,0
G250,Withdrawn,8/26/02,9/17/03,9/17/03,,"Michigan Electric Transmission Company, LLC",Shiawassee County,MI,26155,,,SPA - SIS,ERIS,Unknown,4,4,Biomass,,Withdrawn,12/1/03,0,0,0,0
G249,Withdrawn,8/27/02,3/4/03,3/4/03,,American Transmission Co. LLC,Shawano County,WI,55115,,,,ERIS,Unknown,110,110,Gas,,Not Started,11/1/03,0,0,0,0
G253,Done,9/9/02,,10/26/04,,Northern States Power (Xcel Energy),Rock County,MN,27133,G253,G253,Network Upgrade,NRIS,Split Rock - Magnolia 161kV,12,12,Wind,WT Wind Turbine,In Service,11/1/02,0,0,0,0
G255,Done,9/18/02,,2/21/06,,Northern States Power (Xcel Energy),Brookings County,SD,46011,G255,G255,Network Upgrade,NRIS,Yankee Substation,100,100,Wind,WT Wind Turbine,In Service,11/1/06,0,0,0,0
G256,Done,9/20/02,,6/18/03,,Montana-Dakota Utilities Company,Dawson County,MT,30021,,,SPA - SIS,ERIS,Glendive Turbine Jct Substation,45,45,Gas,CT Combustion Turbine (Simple Cycle),In Service,2/1/03,0,0,0,0
G257,Withdrawn,9/23/02,12/4/02,12/4/02,,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Gibson County,IN,18051,,,,ERIS,Unknown,83,83,,,Not Started,6/1/05,0,0,0,0
G258,Done,10/4/02,,2/10/04,,ITC Midwest,Lee County,IA,19111,,,SPA - SIS,ERIS,Roquette Substation,50,50,Combined Cycle,Combined Cycle,In Service,5/1/03,0,0,0,0
G259,Withdrawn,10/7/02,,,,Northern States Power (Xcel Energy),Dakota County,MN,27037,,,,ERIS,Unknown,1100,1100,Combined Cycle,,Not Started,5/1/05,0,0,0,0
G260,Withdrawn,10/11/02,2/18/03,2/18/03,,Northern States Power (Xcel Energy),Goodhue County,MN,27049,,,,ERIS,Unknown,1061,1061,Combined Cycle,,Not Started,4/1/04,0,0,0,0
G261,Done,10/11/02,,2/4/05,6/1/18,Northern States Power (Xcel Energy),Blue Earth County,MN,27013,,,Network Upgrade,NRIS,Mankato Substation,667,667,Combined Cycle,Combined Cycle,In Service,11/1/03,0,0,0,0
G262,Withdrawn,10/22/02,9/9/04,9/9/04,,ITC Midwest,Jackson County,MN,27063,,,SPA - SIS,ERIS,Unknown,200,200,Wind,WT Wind Turbine,Not Started,5/1/07,0,0,0,0
G263,Done,10/22/02,,5/24/05,,Northern States Power (Xcel Energy),Martin County,MN,27091,G263,G263,Network Upgrade,NRIS,Lakefield Generating Substation,105,105,Wind,WT Wind Turbine,In Service,11/1/07,0,0,0,0
G264,Withdrawn,11/12/02,6/25/03,6/25/03,,Northern States Power (Xcel Energy),Chisago County,MN,27025,,,,ERIS,Unknown,905,905,Gas,,Not Started,5/1/07,0,0,0,0
G265,Withdrawn,11/12/02,,,,-- No Company --,Campbell County,WY,56005,,,,ERIS,Unknown,1420,1420,,,Not Started,9/1/04,0,0,0,0
G266,Withdrawn,11/18/02,4/3/03,4/3/03,,Northern States Power (Xcel Energy),Scott County,MN,27139,,,,ERIS,Unknown,1005,1005,Combined Cycle,,Not Started,5/1/05,0,0,0,0
G267,Withdrawn,11/18/02,12/21/04,12/21/04,,Northern States Power (Xcel Energy),McLeod County,MN,27085,G267,G267,Network Upgrade,ERIS,Unknown,190,190,Gas,,Not Started,5/1/07,0,0,0,0
G268,Withdrawn,11/18/02,6/24/03,6/24/03,,American Transmission Co. LLC,Wood County,WI,55141,,,,ERIS,Unknown,189,189,Gas,,Withdrawn,3/1/05,0,0,0,0
G269,Withdrawn,11/19/02,6/16/03,6/16/03,,Northern States Power (Xcel Energy),Mower County,MN,27099,,,,ERIS,Unknown,100,100,Wind,WT Wind Turbine,Not Started,5/1/05,0,0,0,0
G271,Withdrawn,12/1/02,9/17/03,9/17/03,,Northern States Power (Xcel Energy),Dakota County,MN,27037,,,,ERIS,Unknown,670,670,Combined Cycle,,Not Started,10/1/04,0,0,0,0
G272,Done,12/5/02,,5/27/05,12/1/05,Great River Energy,Murray County,MN,27101,G272,G272,Network Upgrade,NRIS,Chandler Switching Station - Chandler Tap 69kV,10,10,Wind,WT Wind Turbine,In Service,9/1/04,0,0,0,0
G270,Done,12/9/02,,3/19/04,,ITC Midwest,Nobles County,MN,27105,G270,G270,Network Upgrade,ERIS,Adrian Municipal Utilities Station,2,2,Diesel,"IC Internal Combustion (diesel, piston) Engine",In Service,3/1/05,0,0,0,0
G273,Withdrawn,12/12/02,,,,ITC Midwest,Franklin County,IA,19069,,,,ERIS,Unknown,100,100,,,Not Started,5/1/03,0,0,0,0
G274,Withdrawn,12/12/02,,,,ITC Midwest,Franklin County,IA,19069,,,,ERIS,Unknown,200,200,,,Not Started,1/1/06,0,0,0,0
G275,Withdrawn,12/12/02,4/17/03,4/17/03,,Montana-Dakota Utilities Company,McPherson County,SD,46089,,,,ERIS,Unknown,19,19,Wind,WT Wind Turbine,Not Started,9/1/04,0,0,0,0
G276,Withdrawn,12/12/02,4/28/03,4/28/03,,Otter Tail Power Company,Stutsman County,ND,38093,,,,ERIS,Unknown,300,300,,,Not Started,9/1/05,0,0,0,0
G254,Withdrawn,12/16/02,6/30/03,6/30/03,,American Transmission Co. LLC,Portage County,WI,55097,,,,ERIS,Unknown,590,590,Gas,,Withdrawn,1/1/03,0,0,0,0
G277,Withdrawn,12/16/02,4/3/03,4/3/03,,Montana-Dakota Utilities Company,Dickey County,ND,38021,,,,ERIS,Unknown,19,19,,,Not Started,12/1/03,0,0,0,0
G293,Withdrawn,12/18/02,12/28/04,12/28/04,,Dairyland Power Cooperative,Buffalo County,WI,55011,,,,ERIS,Unknown,400,400,Coal,,Not Started,12/1/04,0,0,0,0
G278,Done,12/19/02,,2/7/05,12/15/04,Northern States Power (Xcel Energy),Pipestone County,MN,27117,G278,G278,Network Upgrade,NRIS,Pipestone - Dell Rapids 69kV,8,8,Wind,WT Wind Turbine,In Service,5/1/07,0,0,0,0
G279,Withdrawn,12/23/02,8/8/03,8/8/03,,Northern States Power (Xcel Energy),Lincoln County,MN,27081,,,,ERIS,Unknown,4,4,,,Not Started,12/1/05,0,0,0,0
G280,Withdrawn,12/23/02,8/8/03,8/8/03,,Northern States Power (Xcel Energy),Lincoln County,MN,27081,,,,ERIS,Unknown,4,4,,,Not Started,12/1/03,0,0,0,0
G288,Withdrawn,1/3/03,6/30/03,6/30/03,,American Transmission Co. LLC,Walworth County,WI,55127,,,,ERIS,Unknown,100,100,Wind,WT Wind Turbine,Withdrawn,,0,0,0,0
G289,Withdrawn,1/3/03,6/30/03,6/30/03,,American Transmission Co. LLC,Rock County,WI,55105,,,,ERIS,Unknown,100,100,Wind,WT Wind Turbine,Withdrawn,11/1/03,0,0,0,0
G282,Done,1/7/03,,4/22/05,12/31/06,American Transmission Co. LLC,Lafayette County,WI,55065,G282,G282,Network Upgrade,ERIS,Hillman 138 kV,99,99,Wind,WT Wind Turbine,Withdrawn,5/5/04,0,0,0,0
G283,Withdrawn,1/9/03,4/17/03,4/17/03,,Montana-Dakota Utilities Company,McIntosh County,ND,38051,,,,ERIS,Unknown,19,19,Wind,WT Wind Turbine,Not Started,12/1/03,0,0,0,0
G284,Withdrawn,1/9/03,4/17/03,4/17/03,,Montana-Dakota Utilities Company,Dickey County,ND,38021,,,,ERIS,Unknown,19,19,Wind,WT Wind Turbine,Not Started,12/1/03,0,0,0,0
G286,Done,1/17/03,,8/13/03,,ITC Midwest,Tama County,IA,19171,,,SPA - SIS,ERIS,Traer - Dysart 34.5kV,4,4,Diesel,"IC Internal Combustion (diesel, piston) Engine",In Service,12/1/03,0,0,0,0
G237,Done,1/21/03,,5/13/05,,Northern States Power (Xcel Energy),Ramsey County,MN,27123,G237,G237,Network Upgrade,ERIS,Highbridge Substation,575,575,Combined Cycle,Combined Cycle,In Service,5/1/04,0,0,0,0
G238,Done,1/21/03,,1/11/06,5/1/09,Northern States Power (Xcel Energy),Hennepin County,MN,27053,G238,G238,Network Upgrade,ERIS,Unknown,510,510,Combined Cycle,Combined Cycle,In Service,12/15/03,0,0,0,0
G287,Done,1/21/03,,4/24/06,,Northern States Power (Xcel Energy),Nobles County,MN,27105,,,SPA - SIS,NRIS,Nobles County Substation,200,200,Wind,WT Wind Turbine,In Service,6/30/04,0,0,0,0
G290,Withdrawn,1/28/03,,,,"Hoosier Energy REC, Inc.",Lawrence County,IN,18093,,,,ERIS,Unknown,86,86,,,Not Started,12/1/04,0,0,0,0
N001,Done,1/30/03,,10/18/05,7/1/09,Northern Indiana Public Service Company,Benton County,IN,18007,N001,N001,Network Upgrade,,Goodland 138 / 69 kV Substation,100,100,Wind,WT Wind Turbine,In Service,10/1/08,0,0,0,0
G291,Done,2/5/03,,3/23/04,,Otter Tail Power Company,LaMoure County,ND,38045,G291,G291,Network Upgrade,ERIS,Jamestown - Oakes 41.6kV,19,19,Wind,WT Wind Turbine,In Service,12/31/06,0,0,0,0
G295,Withdrawn,2/7/03,,,,American Transmission Co. LLC,Portage County,WI,55097,,,,ERIS,Unknown,525,525,Coal,,Not Started,5/1/04,0,0,0,0
G296,Withdrawn,2/10/03,4/1/03,4/1/03,,Montana-Dakota Utilities Company,McPherson County,SD,46089,,,,ERIS,Unknown,25,25,Wind,WT Wind Turbine,Not Started,6/1/09,0,0,0,0
G298,Done,2/11/03,,4/29/05,12/31/06,ITC Midwest,Dickinson County,IA,19059,,,Optional,ERIS,Wisdom - Triboji 161 kV,100,100,Wind,WT Wind Turbine,In Service,12/31/10,0,0,0,0
G297,Done,2/12/03,,10/11/04,5/31/07,Montana-Dakota Utilities Company,Edmunds County,SD,46045,,,SPA - SIS,ERIS,Glenham Jct substation,39,39,Wind,WT Wind Turbine,Withdrawn,6/1/08,0,0,0,0
G164,Done,2/18/03,,10/1/05,9/15/10,ITC Midwest,Martin County,MN,27091,G164,G164,Network Upgrade,ERIS,Lakefield Junction 345 kV substation,200,200,Wind,WT Wind Turbine,In Service,12/1/06,0,0,0,0
G299,Done,2/19/03,,11/14/03,,Duke Energy Corporation,Cass County,IN,18017,,,SPA - SIS,ERIS,Cinergy Walton Substation,4,4,Gas,CT Combustion Turbine (Simple Cycle),In Service,12/31/03,0,0,0,0
G300,Done,2/21/03,,8/14/03,,ITC Midwest,Jackson County,IA,19097,G300,G300,Network Upgrade,ERIS,Maquoketa Municipal 34.5kV,6,6,Diesel,"IC Internal Combustion (diesel, piston) Engine",In Service,5/31/07,0,0,0,0
G301,Done,2/24/03,,11/14/03,,ITC Midwest,Osceola County,IA,19143,,,SPA - SIS,ERIS,Sibley - Triboji 69kV,4,4,Wind,WT Wind Turbine,In Service,9/1/03,0,0,0,0
G302,Withdrawn,2/24/03,4/28/03,4/28/03,,American Transmission Co. LLC,Green Lake County,WI,55047,,,,ERIS,Unknown,160,160,,,Not Started,5/1/03,0,0,0,0
G303,Withdrawn,2/24/03,4/28/03,4/28/03,,American Transmission Co. LLC,Columbia County,WI,55021,,,,ERIS,Unknown,100,100,,,Not Started,4/1/03,0,0,0,0
G304,Withdrawn,2/28/03,7/9/03,7/9/03,,Duke Energy Corporation,Putnam County,IN,18133,,,,ERIS,Unknown,250,250,Gas,,Not Started,11/1/04,0,0,0,0
G306,Withdrawn,3/3/03,5/1/03,5/1/03,,American Transmission Co. LLC,Dodge County,WI,55027,,,,ERIS,Unknown,200,200,,,Not Started,11/1/04,0,0,0,0
G307,Withdrawn,3/12/03,6/3/03,6/3/03,,Montana-Dakota Utilities Company,McIntosh County,ND,38051,,,,ERIS,Unknown,19,19,Wind,WT Wind Turbine,Not Started,6/1/04,0,0,0,0
G308,Withdrawn,3/12/03,6/3/03,6/3/03,,Montana-Dakota Utilities Company,McIntosh County,ND,38051,,,,ERIS,Unknown,19,19,Wind,WT Wind Turbine,Not Started,12/1/04,0,0,0,0
G309,Withdrawn,3/17/03,11/20/03,11/20/03,,ITC Transmission,Windsor,,#N/A,,,,ERIS,Unknown,580,580,Combined Cycle,,Not Started,12/1/05,0,0,0,0
